symbol,symbolName,lastPrice,percentChange,percentChange5d,percentChange1m,percentChange1y,opinion,tradeTime,symbolCode,hasOptions,symbolType,raw.symbol,raw.symbolName,raw.lastPrice,raw.percentChange,raw.percentChange5d,raw.percentChange1m,raw.percentChange1y,raw.opinion,raw.tradeTime,raw.symbolCode,raw.hasOptions,raw.symbolType
$DSAM,U.S. Medical Equipment Index,"2,986.68",-1.24%,+0.57%,+2.39%,+8.56%,64% Buy,08/21/25,INDEX,No,9,$DSAM,U.S. Medical Equipment Index,2986.68,-0.012377195273982,0.0057,0.0239,0.0856,64,1755812227,INDEX,False,9
$DSMS,U.S. Medical Supplies Index,"1,620.76",-0.13%,+2.82%,-3.61%,+5.10%,24% Sell,08/21/25,INDEX,No,9,$DSMS,U.S. Medical Supplies Index,1620.76,-0.001318627148931,0.0282,-0.0361,0.051,-24,1755812227,INDEX,False,9
$DSWC,U.S. Mobile Telecommunications Index,436.05,-0.17%,+3.37%,+7.89%,+17.58%,56% Buy,08/21/25,INDEX,No,9,$DSWC,U.S. Mobile Telecommunications Index,436.05,-0.0016941779802651,0.0337,0.0789,0.1758,56,1755812227,INDEX,False,9
$DSMF,U.S. Mortgage Finance Index,12.52,-0.40%,-2.19%,+9.54%,+3.22%,100% Buy,08/21/25,INDEX,No,9,$DSMF,U.S. Mortgage Finance Index,12.52,-0.0039777247414479,-0.0219,0.0954,0.0322,100,1755812227,INDEX,False,9
$DSMR,U.S. Mortgage Reits Index,30.56,-1.20%,-0.71%,+2.69%,+1.33%,80% Buy,08/21/25,INDEX,No,9,$DSMR,U.S. Mortgage Reits Index,30.56,-0.011962495958616,-0.0071,0.0269,0.0133,80,1755812227,INDEX,False,9
$DSMU,U.S. Multiutilities Index,284.24,-0.85%,-0.85%,+1.78%,+10.96%,88% Buy,08/21/25,INDEX,No,9,$DSMU,U.S. Multiutilities Index,284.24,-0.0084766456203998,-0.0085,0.0178,0.1096,88,1755812227,INDEX,False,9
$DSHN,U.S. Nondurable Household Products Index,"1,240.51",-0.36%,+2.59%,+1.81%,-8.79%,64% Sell,08/21/25,INDEX,No,9,$DSHN,U.S. Nondurable Household Products Index,1240.51,-0.0036064257028113,0.0259,0.0181,-0.0879,-64,1755812227,INDEX,False,9
$DSNF,U.S. Nonferrous Metals Index,558.08,+0.99%,-1.32%,-7.68%,-4.94%,40% Buy,08/21/25,INDEX,No,9,$DSNF,U.S. Nonferrous Metals Index,558.08,0.0099167571480275,-0.0132,-0.0768,-0.0494,40,1755812227,INDEX,False,9
$DSOI,U.S. Oil Equipment & Services Index,240.29,+1.31%,+0.55%,+4.19%,-11.88%,16% Sell,08/21/25,INDEX,No,9,$DSOI,U.S. Oil Equipment & Services Index,240.29,0.013069690965049,0.0055,0.0419,-0.1188,-16,1755812227,INDEX,False,9
$DSCM,U.S. Personal Products Index,426.05,-1.02%,-0.44%,-1.44%,-8.72%,56% Buy,08/21/25,INDEX,No,9,$DSCM,U.S. Personal Products Index,426.05,-0.010152873937085,-0.0044,-0.0144,-0.0872,56,1755812227,INDEX,False,9
$DSPR,U.S. Pharmaceuticals Index,854.86,+0.58%,+2.91%,+1.97%,-13.56%,40% Sell,08/21/25,INDEX,No,9,$DSPR,U.S. Pharmaceuticals Index,854.86,0.0057768104006118,0.0291,0.0197,-0.1356,-40,1755812227,INDEX,False,9
$DSPL,U.S. Pipelines Index,"1,028.35",+0.88%,+0.37%,-0.52%,+16.96%,100% Sell,08/21/25,INDEX,No,9,$DSPL,U.S. Pipelines Index,1028.35,0.0088291558346004,0.0037,-0.0052,0.1696,-100,1755812227,INDEX,False,9
$DSIP,U.S. Property & Casualty Insurance Index,"1,961.05",-0.68%,+0.58%,+3.60%,+8.95%,8% Buy,08/21/25,INDEX,No,9,$DSIP,U.S. Property & Casualty Insurance Index,1961.05,-0.0067967606496934,0.0058,0.036,0.0895,8,1755812227,INDEX,False,9
$DSPB,U.S. Publishing Index,855.12,+0.14%,-0.37%,+5.80%,+9.32%,100% Buy,08/21/25,INDEX,No,9,$DSPB,U.S. Publishing Index,855.12,0.0014052838673413,-0.0037,0.058,0.0932,100,1755812227,INDEX,False,9
$DSRR,U.S. Railroads Index,"3,413.48",-0.27%,+0.67%,+1.56%,+0.50%,88% Buy,08/21/25,INDEX,No,9,$DSRR,U.S. Railroads Index,3413.48,-0.0026588129422833,0.0067,0.0156,0.005,88,1755812227,INDEX,False,9
$DSEH,U.S. Real Estate Holding & Development Index,60.08,-1.35%,-1.18%,+5.42%,-0.64%,24% Buy,08/21/25,INDEX,No,9,$DSEH,U.S. Real Estate Holding & Development Index,60.08,-0.013464696223317,-0.0118,0.0542,-0.0064,24,1755812227,INDEX,False,9
$DSES,U.S. Real Estate Services Index,369.75,-0.52%,-0.44%,+8.74%,+30.62%,88% Buy,08/21/25,INDEX,No,9,$DSES,U.S. Real Estate Services Index,369.75,-0.0051926388291003,-0.0044,0.0874,0.3062,88,1755812227,INDEX,False,9
$DSRP,U.S. Recreational Products Index,375.46,-1.96%,-5.60%,+4.85%,-19.17%,8% Buy,08/21/25,INDEX,No,9,$DSRP,U.S. Recreational Products Index,375.46,-0.019558689123907,-0.056,0.0485,-0.1917,8,1755812227,INDEX,False,9
$DSRQ,U.S. Recreational Services Index,195.81,-0.70%,+1.08%,-3.32%,+76.84%,96% Buy,08/21/25,INDEX,No,9,$DSRQ,U.S. Recreational Services Index,195.81,-0.0070486815415821,0.0108,-0.0332,0.7684,96,1755812227,INDEX,False,9
$DSIU,U.S. Reinsurance Index,525.53,+0.45%,+2.43%,+4.17%,-4.25%,32% Sell,08/21/25,INDEX,No,9,$DSIU,U.S. Reinsurance Index,525.53,0.0045109620199935,0.0243,0.0417,-0.0425,-32,1755812227,INDEX,False,9
$DSRN,U.S. Residential Reits Index,225.47,-0.22%,+1.05%,-4.30%,-10.27%,88% Sell,08/21/25,INDEX,No,9,$DSRN,U.S. Residential Reits Index,225.47,-0.0022126830995265,0.0105,-0.043,-0.1027,-88,1755812227,INDEX,False,9
$DSRU,U.S. Restaurants & Bars Index,"3,054.55",-0.26%,-0.55%,-1.09%,+7.65%,8% Buy,08/21/25,INDEX,No,9,$DSRU,U.S. Restaurants & Bars Index,3054.55,-0.0026056887605999,-0.0055,-0.0109,0.0765,8,1755812227,INDEX,False,9
$DSRL,U.S. Retail Reits Index,99.88,-0.41%,+1.87%,+4.30%,+0.03%,56% Buy,08/21/25,INDEX,No,9,$DSRL,U.S. Retail Reits Index,99.88,-0.0040881443812944,0.0187,0.043,0.0003,56,1755812227,INDEX,False,9
$DSSC,U.S. Semiconductors Index,"24,572.01",-0.36%,-4.76%,+0.66%,+28.54%,80% Buy,08/21/25,INDEX,No,9,$DSSC,U.S. Semiconductors Index,24572.01,-0.0036497415864557,-0.0476,0.0066,0.2854,80,1755812227,INDEX,False,9
$DSSD,U.S. Soft Drinks Index,949.34,-0.43%,+1.16%,+3.76%,-2.84%,88% Buy,08/21/25,INDEX,No,9,$DSSD,U.S. Soft Drinks Index,949.34,-0.0043106612827102,0.0116,0.0376,-0.0284,88,1755812227,INDEX,False,9
$DSSW,U.S. Software Index,"8,221.40",-0.36%,-2.93%,-2.98%,+20.11%,56% Buy,08/21/25,INDEX,No,9,$DSSW,U.S. Software Index,8221.4,-0.0036043504291528,-0.0293,-0.0298,0.2011,56,1755812227,INDEX,False,9
$DSCS,U.S. Specialized Consumer Services Index,"2,830.68",+0.24%,+2.15%,+3.24%,+3.15%,72% Sell,08/21/25,INDEX,No,9,$DSCS,U.S. Specialized Consumer Services Index,2830.68,0.002390285878191,0.0215,0.0324,0.0315,-72,1755812227,INDEX,False,9
$DSCX,U.S. Specialty Chemicals Index,"1,097.25",-0.13%,+0.87%,-0.79%,-3.28%,56% Buy,08/21/25,INDEX,No,9,$DSCX,U.S. Specialty Chemicals Index,1097.25,-0.0013379204892967,0.0087,-0.0079,-0.0328,56,1755812227,INDEX,False,9
$DSSP,U.S. Specialty Finance Index,731.89,-0.09%,+1.36%,+2.01%,+10.51%,40% Sell,08/21/25,INDEX,No,9,$DSSP,U.S. Specialty Finance Index,731.89,-0.00088732355912302,0.0136,0.0201,0.1051,-40,1755812227,INDEX,False,9
$DSSR,U.S. Specialty Reits Index,262.47,-0.11%,+1.56%,-1.89%,-0.58%,8% Sell,08/21/25,INDEX,No,9,$DSSR,U.S. Specialty Reits Index,262.47,-0.0011036687471455,0.0156,-0.0189,-0.0058,-8,1755812227,INDEX,False,9
$DSRS,U.S. Specialty Retailers Index,"4,699.57",-0.54%,-0.75%,+0.42%,+47.03%,88% Buy,08/21/25,INDEX,No,9,$DSRS,U.S. Specialty Retailers Index,4699.57,-0.0054325282948591,-0.0075,0.0042,0.4703,88,1755812227,INDEX,False,9
$DSCT,U.S. Telecommunications Equipment Index,"2,441.70",+0.06%,-2.63%,+4.57%,+32.56%,80% Buy,08/21/25,INDEX,No,9,$DSCT,U.S. Telecommunications Equipment Index,2441.7,0.0005778001794868,-0.0263,0.0457,0.3256,80,1755812227,INDEX,False,9
$DSTB,U.S. Tobacco Index,"1,194.01",+0.71%,+4.88%,+1.43%,+40.64%,72% Buy,08/21/25,INDEX,No,9,$DSTB,U.S. Tobacco Index,1194.01,0.0071019492404626,0.0488,0.0143,0.4064,72,1755812227,INDEX,False,9
$DSTY,U.S. Toys Index,"1,768.20",-1.31%,-5.14%,-1.51%,+53.77%,88% Buy,08/21/25,INDEX,No,9,$DSTY,U.S. Toys Index,1768.2,-0.013105018753349,-0.0514,-0.0151,0.5377,88,1755812227,INDEX,False,9
$DSTS,U.S. Transportation Services Index,313.79,-0.29%,-1.27%,-4.17%,+26.46%,24% Buy,09/16/23,INDEX,No,9,$DSTS,U.S. Transportation Services Index,313.79,-0.0028916428344454,-0.0127,-0.0417,0.2646,24,1694840399,INDEX,False,9
$DSTT,U.S. Travel & Tourism Index,"1,386.52",+0.82%,+2.88%,+0.89%,+34.96%,88% Buy,08/21/25,INDEX,No,9,$DSTT,U.S. Travel & Tourism Index,1386.52,0.0081802118856661,0.0288,0.0089,0.3496,88,1755812227,INDEX,False,9
$DSTK,U.S. Trucking Index,"1,396.13",+0.37%,-1.11%,-4.20%,-19.99%,88% Sell,08/21/25,INDEX,No,9,$DSTK,U.S. Trucking Index,1396.13,0.003687994248742,-0.0111,-0.042,-0.1999,-88,1755812227,INDEX,False,9
$DSPC,U.S. Waste & Disposal Services Index,685.16,-0.18%,+1.08%,+1.47%,+6.11%,96% Buy,08/21/25,INDEX,No,9,$DSPC,U.S. Waste & Disposal Services Index,685.16,-0.0018210690403695,0.0108,0.0147,0.0611,96,1755812227,INDEX,False,9
$DSWU,U.S. Water Index,"2,957.38",+0.09%,+1.36%,+2.78%,+2.65%,72% Buy,08/21/25,INDEX,No,9,$DSWU,U.S. Water Index,2957.38,0.00093074259721183,0.0136,0.0278,0.0265,72,1755812227,INDEX,False,9
$DSFV,U.S. Financial Services Index,"1,291.41",-0.27%,-1.12%,+0.34%,+26.56%,100% Buy,08/21/25,INDEX,No,9,$DSFV,U.S. Financial Services Index,1291.41,-0.0027413974176808,-0.0112,0.0034,0.2656,100,1755812227,INDEX,False,9
$DLTC,U.S. Large-Cap Technology Index,"7,779.90",-0.39%,-3.61%,+1.23%,+19.58%,80% Buy,08/21/25,INDEX,No,9,$DLTC,U.S. Large-Cap Technology Index,7779.9,-0.0039407580389928,-0.0361,0.0123,0.1958,80,1755812227,INDEX,False,9
$DWCB,U.S. Banks Total Stock Market Index,"8,407.41",-0.36%,-1.01%,-0.68%,+25.97%,96% Buy,08/21/25,INDEX,No,9,$DWCB,U.S. Banks Total Stock Market Index,8407.41,-0.0036264474680642,-0.0101,-0.0068,0.2597,96,1755812641,INDEX,False,9
$DCSE,U.S. Semiconductors Total Stock Market Index,"202,558.94",-0.35%,-4.76%,+0.68%,+28.53%,80% Buy,08/21/25,INDEX,No,9,$DCSE,U.S. Semiconductors Total Stock Market Index,202558.94,-0.0034572186412332,-0.0476,0.0068,0.2853,80,1755812641,INDEX,False,9
